Player,Team,Match,Over,Span⬇,Mat,Inns,Runs,BF,RR,Wkts,Ave,BpD,Dot%,Bnd%
NT Tilak Varma,MI,"Punjab Kings v Mumbai Indians at Ahmedabad, Tata Indian Premier League, 1 Jun 2025",10,2025-2025,1,1,1,1,6,0,-,-,0,0
SA Yadav,MI,"Punjab Kings v Mumbai Indians at Ahmedabad, Tata Indian Premier League, 1 Jun 2025",10,2025-2025,1,1,13,5,15.6,0,-,-,20,40
SA Yadav,MI,"Punjab Kings v Mumbai Indians at Ahmedabad, Tata Indian Premier League, 1 Jun 2025",9,2025-2025,1,1,2,2,6,0,-,-,0,0
NT Tilak Varma,MI,"Punjab Kings v Mumbai Indians at Ahmedabad, Tata Indian Premier League, 1 Jun 2025",9,2025-2025,1,1,12,5,14.4,0,-,-,20,40
SA Yadav,MI,"Punjab Kings v Mumbai Indians at Ahmedabad, Tata Indian Premier League, 1 Jun 2025",8,2025-2025,1,1,1,4,1.5,0,-,-,75,0
NT Tilak Varma,MI,"Punjab Kings v Mumbai Indians at Ahmedabad, Tata Indian Premier League, 1 Jun 2025",8,2025-2025,1,1,2,2,6,0,-,-,0,0
JM Bairstow,MI,"Punjab Kings v Mumbai Indians at Ahmedabad, Tata Indian Premier League, 1 Jun 2025",7,2025-2025,1,1,2,3,4,1,2,3,66.6,0
NT Tilak Varma,MI,"Punjab Kings v Mumbai Indians at Ahmedabad, Tata Indian Premier League, 1 Jun 2025",7,2025-2025,1,1,3,3,6,0,-,-,33.3,0
NT Tilak Varma,MI,"Punjab Kings v Mumbai Indians at Ahmedabad, Tata Indian Premier League, 1 Jun 2025",6,2025-2025,1,1,1,2,3,0,-,-,50,0
JM Bairstow,MI,"Punjab Kings v Mumbai Indians at Ahmedabad, Tata Indian Premier League, 1 Jun 2025",6,2025-2025,1,1,12,4,18,0,-,-,0,50
JM Bairstow,MI,"Punjab Kings v Mumbai Indians at Ahmedabad, Tata Indian Premier League, 1 Jun 2025",5,2025-2025,1,1,4,4,6,0,-,-,25,0
NT Tilak Varma,MI,"Punjab Kings v Mumbai Indians at Ahmedabad, Tata Indian Premier League, 1 Jun 2025",5,2025-2025,1,1,2,2,6,0,-,-,0,0
NT Tilak Varma,MI,"Punjab Kings v Mumbai Indians at Ahmedabad, Tata Indian Premier League, 1 Jun 2025",4,2025-2025,1,1,2,2,6,0,-,-,0,0
JM Bairstow,MI,"Punjab Kings v Mumbai Indians at Ahmedabad, Tata Indian Premier League, 1 Jun 2025",4,2025-2025,1,1,10,4,15,0,-,-,0,50
JM Bairstow,MI,"Punjab Kings v Mumbai Indians at Ahmedabad, Tata Indian Premier League, 1 Jun 2025",3,2025-2025,1,1,0,2,0,0,-,-,100,0
NT Tilak Varma,MI,"Punjab Kings v Mumbai Indians at Ahmedabad, Tata Indian Premier League, 1 Jun 2025",3,2025-2025,1,1,9,3,18,0,-,-,0,33.33
RG Sharma,MI,"Punjab Kings v Mumbai Indians at Ahmedabad, Tata Indian Premier League, 1 Jun 2025",3,2025-2025,1,1,4,2,12,1,4,2,50,50
JM Bairstow,MI,"Punjab Kings v Mumbai Indians at Ahmedabad, Tata Indian Premier League, 1 Jun 2025",2,2025-2025,1,1,9,4,13.5,0,-,-,25,25
RG Sharma,MI,"Punjab Kings v Mumbai Indians at Ahmedabad, Tata Indian Premier League, 1 Jun 2025",2,2025-2025,1,1,2,2,6,0,-,-,0,0
JM Bairstow,MI,"Punjab Kings v Mumbai Indians at Ahmedabad, Tata Indian Premier League, 1 Jun 2025",1,2025-2025,1,1,1,3,2,0,-,-,66.6,0
RG Sharma,MI,"Punjab Kings v Mumbai Indians at Ahmedabad, Tata Indian Premier League, 1 Jun 2025",1,2025-2025,1,1,2,3,4,0,-,-,33.3,0
Rashid Khan,GT,"Gujarat Titans v Mumbai Indians at New Chandigarh, Tata Indian Premier League, 30 May 2025",20,2025-2025,1,1,0,2,0,0,-,-,100,0
M Shahrukh Khan,GT,"Gujarat Titans v Mumbai Indians at New Chandigarh, Tata Indian Premier League, 30 May 2025",20,2025-2025,1,1,2,3,4,1,2,3,66.6,0
R Tewatia,GT,"Gujarat Titans v Mumbai Indians at New Chandigarh, Tata Indian Premier League, 30 May 2025",20,2025-2025,1,1,1,1,6,0,-,-,0,0
R Tewatia,GT,"Gujarat Titans v Mumbai Indians at New Chandigarh, Tata Indian Premier League, 30 May 2025",19,2025-2025,1,1,1,1,6,0,-,-,0,0
M Shahrukh Khan,GT,"Gujarat Titans v Mumbai Indians at New Chandigarh, Tata Indian Premier League, 30 May 2025",19,2025-2025,1,1,11,4,16.5,0,-,-,0,25
SE Rutherford,GT,"Gujarat Titans v Mumbai Indians at New Chandigarh, Tata Indian Premier League, 30 May 2025",19,2025-2025,1,1,0,1,0,1,0,1,100,0
R Tewatia,GT,"Gujarat Titans v Mumbai Indians at New Chandigarh, Tata Indian Premier League, 30 May 2025",18,2025-2025,1,1,6,3,12,0,-,-,66.6,33.33
SE Rutherford,GT,"Gujarat Titans v Mumbai Indians at New Chandigarh, Tata Indian Premier League, 30 May 2025",18,2025-2025,1,1,2,3,4,0,-,-,33.3,0
SE Rutherford,GT,"Gujarat Titans v Mumbai Indians at New Chandigarh, Tata Indian Premier League, 30 May 2025",17,2025-2025,1,1,1,1,6,0,-,-,0,0
R Tewatia,GT,"Gujarat Titans v Mumbai Indians at New Chandigarh, Tata Indian Premier League, 30 May 2025",17,2025-2025,1,1,7,5,8.4,0,-,-,40,20
R Tewatia,GT,"Gujarat Titans v Mumbai Indians at New Chandigarh, Tata Indian Premier League, 30 May 2025",16,2025-2025,1,1,1,1,6,0,-,-,0,0
B Sai Sudharsan,GT,"Gujarat Titans v Mumbai Indians at New Chandigarh, Tata Indian Premier League, 30 May 2025",16,2025-2025,1,1,0,1,0,1,0,1,100,0
SE Rutherford,GT,"Gujarat Titans v Mumbai Indians at New Chandigarh, Tata Indian Premier League, 30 May 2025",16,2025-2025,1,1,13,4,19.5,0,-,-,0,75
B Sai Sudharsan,GT,"Gujarat Titans v Mumbai Indians at New Chandigarh, Tata Indian Premier League, 30 May 2025",15,2025-2025,1,1,1,2,3,0,-,-,50,0
SE Rutherford,GT,"Gujarat Titans v Mumbai Indians at New Chandigarh, Tata Indian Premier League, 30 May 2025",15,2025-2025,1,1,7,4,10.5,0,-,-,0,25
SE Rutherford,GT,"Gujarat Titans v Mumbai Indians at New Chandigarh, Tata Indian Premier League, 30 May 2025",14,2025-2025,1,1,1,2,3,0,-,-,50,0
MS Washington Sundar,GT,"Gujarat Titans v Mumbai Indians at New Chandigarh, Tata Indian Premier League, 30 May 2025",14,2025-2025,1,1,1,2,3,1,1,2,50,0
B Sai Sudharsan,GT,"Gujarat Titans v Mumbai Indians at New Chandigarh, Tata Indian Premier League, 30 May 2025",14,2025-2025,1,1,2,2,6,0,-,-,0,0
MS Washington Sundar,GT,"Gujarat Titans v Mumbai Indians at New Chandigarh, Tata Indian Premier League, 30 May 2025",13,2025-2025,1,1,16,4,24,0,-,-,25,75
B Sai Sudharsan,GT,"Gujarat Titans v Mumbai Indians at New Chandigarh, Tata Indian Premier League, 30 May 2025",13,2025-2025,1,1,1,2,3,0,-,-,50,0
MS Washington Sundar,GT,"Gujarat Titans v Mumbai Indians at New Chandigarh, Tata Indian Premier League, 30 May 2025",12,2025-2025,1,1,5,2,15,0,-,-,0,50
B Sai Sudharsan,GT,"Gujarat Titans v Mumbai Indians at New Chandigarh, Tata Indian Premier League, 30 May 2025",12,2025-2025,1,1,6,4,9,0,-,-,0,0
MS Washington Sundar,GT,"Gujarat Titans v Mumbai Indians at New Chandigarh, Tata Indian Premier League, 30 May 2025",11,2025-2025,1,1,10,4,15,0,-,-,50,50
B Sai Sudharsan,GT,"Gujarat Titans v Mumbai Indians at New Chandigarh, Tata Indian Premier League, 30 May 2025",11,2025-2025,1,1,3,2,9,0,-,-,0,0
MS Washington Sundar,GT,"Gujarat Titans v Mumbai Indians at New Chandigarh, Tata Indian Premier League, 30 May 2025",10,2025-2025,1,1,5,3,10,0,-,-,33.3,33.33
B Sai Sudharsan,GT,"Gujarat Titans v Mumbai Indians at New Chandigarh, Tata Indian Premier League, 30 May 2025",10,2025-2025,1,1,6,3,12,0,-,-,0,33.33
B Sai Sudharsan,GT,"Gujarat Titans v Mumbai Indians at New Chandigarh, Tata Indian Premier League, 30 May 2025",9,2025-2025,1,1,2,2,6,0,-,-,0,0
MS Washington Sundar,GT,"Gujarat Titans v Mumbai Indians at New Chandigarh, Tata Indian Premier League, 30 May 2025",9,2025-2025,1,1,8,4,12,0,-,-,0,25
B Sai Sudharsan,GT,"Gujarat Titans v Mumbai Indians at New Chandigarh, Tata Indian Premier League, 30 May 2025",8,2025-2025,1,1,7,3,14,0,-,-,0,33.33
MS Washington Sundar,GT,"Gujarat Titans v Mumbai Indians at New Chandigarh, Tata Indian Premier League, 30 May 2025",8,2025-2025,1,1,2,3,4,0,-,-,33.3,0
MS Washington Sundar,GT,"Gujarat Titans v Mumbai Indians at New Chandigarh, Tata Indian Premier League, 30 May 2025",7,2025-2025,1,1,1,2,3,0,-,-,50,0
BKG Mendis,GT,"Gujarat Titans v Mumbai Indians at New Chandigarh, Tata Indian Premier League, 30 May 2025",7,2025-2025,1,1,0,1,0,1,0,1,100,0
B Sai Sudharsan,GT,"Gujarat Titans v Mumbai Indians at New Chandigarh, Tata Indian Premier League, 30 May 2025",7,2025-2025,1,1,9,3,18,0,-,-,0,66.66
B Sai Sudharsan,GT,"Gujarat Titans v Mumbai Indians at New Chandigarh, Tata Indian Premier League, 30 May 2025",6,2025-2025,1,1,11,6,11,0,-,-,33.3,33.33
B Sai Sudharsan,GT,"Gujarat Titans v Mumbai Indians at New Chandigarh, Tata Indian Premier League, 30 May 2025",5,2025-2025,1,1,9,4,13.5,0,-,-,25,50
BKG Mendis,GT,"Gujarat Titans v Mumbai Indians at New Chandigarh, Tata Indian Premier League, 30 May 2025",5,2025-2025,1,1,5,2,15,0,-,-,0,50
BKG Mendis,GT,"Gujarat Titans v Mumbai Indians at New Chandigarh, Tata Indian Premier League, 30 May 2025",4,2025-2025,1,1,1,1,6,0,-,-,0,0
B Sai Sudharsan,GT,"Gujarat Titans v Mumbai Indians at New Chandigarh, Tata Indian Premier League, 30 May 2025",4,2025-2025,1,1,9,5,10.8,0,-,-,40,40
BKG Mendis,GT,"Gujarat Titans v Mumbai Indians at New Chandigarh, Tata Indian Premier League, 30 May 2025",3,2025-2025,1,1,12,2,36,0,-,-,0,100
B Sai Sudharsan,GT,"Gujarat Titans v Mumbai Indians at New Chandigarh, Tata Indian Premier League, 30 May 2025",3,2025-2025,1,1,9,4,13.5,0,-,-,25,25
BKG Mendis,GT,"Gujarat Titans v Mumbai Indians at New Chandigarh, Tata Indian Premier League, 30 May 2025",2,2025-2025,1,1,0,2,0,0,-,-,100,0
B Sai Sudharsan,GT,"Gujarat Titans v Mumbai Indians at New Chandigarh, Tata Indian Premier League, 30 May 2025",2,2025-2025,1,1,3,4,4.5,0,-,-,50,0
BKG Mendis,GT,"Gujarat Titans v Mumbai Indians at New Chandigarh, Tata Indian Premier League, 30 May 2025",1,2025-2025,1,1,2,2,6,0,-,-,50,0
S Gill,GT,"Gujarat Titans v Mumbai Indians at New Chandigarh, Tata Indian Premier League, 30 May 2025",1,2025-2025,1,1,1,2,3,1,1,2,50,0
B Sai Sudharsan,GT,"Gujarat Titans v Mumbai Indians at New Chandigarh, Tata Indian Premier League, 30 May 2025",1,2025-2025,1,1,2,2,6,0,-,-,0,0
HH Pandya,MI,"Gujarat Titans v Mumbai Indians at New Chandigarh, Tata Indian Premier League, 30 May 2025",20,2025-2025,1,1,19,6,19,0,-,-,33.3,50
MJ Santner,MI,"Gujarat Titans v Mumbai Indians at New Chandigarh, Tata Indian Premier League, 30 May 2025",19,2025-2025,1,1,0,2,0,0,-,-,100,0
HH Pandya,MI,"Gujarat Titans v Mumbai Indians at New Chandigarh, Tata Indian Premier League, 30 May 2025",19,2025-2025,1,1,1,1,6,0,-,-,0,0
N Dhir,MI,"Gujarat Titans v Mumbai Indians at New Chandigarh, Tata Indian Premier League, 30 May 2025",19,2025-2025,1,1,7,3,14,1,7,3,33.3,33.33
HH Pandya,MI,"Gujarat Titans v Mumbai Indians at New Chandigarh, Tata Indian Premier League, 30 May 2025",18,2025-2025,1,1,1,1,6,0,-,-,0,0
N Dhir,MI,"Gujarat Titans v Mumbai Indians at New Chandigarh, Tata Indian Premier League, 30 May 2025",18,2025-2025,1,1,2,3,4,0,-,-,33.3,0
NT Tilak Varma,MI,"Gujarat Titans v Mumbai Indians at New Chandigarh, Tata Indian Premier League, 30 May 2025",18,2025-2025,1,1,6,2,18,1,6,2,50,50
HH Pandya,MI,"Gujarat Titans v Mumbai Indians at New Chandigarh, Tata Indian Premier League, 30 May 2025",17,2025-2025,1,1,1,1,6,0,-,-,0,0
RG Sharma,MI,"Gujarat Titans v Mumbai Indians at New Chandigarh, Tata Indian Premier League, 30 May 2025",17,2025-2025,1,1,0,2,0,1,0,2,100,0
NT Tilak Varma,MI,"Gujarat Titans v Mumbai Indians at New Chandigarh, Tata Indian Premier League, 30 May 2025",17,2025-2025,1,1,8,3,16,0,-,-,0,33.33
RG Sharma,MI,"Gujarat Titans v Mumbai Indians at New Chandigarh, Tata Indian Premier League, 30 May 2025",16,2025-2025,1,1,7,3,14,0,-,-,33.3,33.33
NT Tilak Varma,MI,"Gujarat Titans v Mumbai Indians at New Chandigarh, Tata Indian Premier League, 30 May 2025",16,2025-2025,1,1,8,3,16,0,-,-,0,33.33
NT Tilak Varma,MI,"Gujarat Titans v Mumbai Indians at New Chandigarh, Tata Indian Premier League, 30 May 2025",15,2025-2025,1,1,2,2,6,0,-,-,0,0
RG Sharma,MI,"Gujarat Titans v Mumbai Indians at New Chandigarh, Tata Indian Premier League, 30 May 2025",15,2025-2025,1,1,8,4,12,0,-,-,25,25
NT Tilak Varma,MI,"Gujarat Titans v Mumbai Indians at New Chandigarh, Tata Indian Premier League, 30 May 2025",14,2025-2025,1,1,1,1,6,0,-,-,0,0
RG Sharma,MI,"Gujarat Titans v Mumbai Indians at New Chandigarh, Tata Indian Premier League, 30 May 2025",14,2025-2025,1,1,6,5,7.2,0,-,-,40,20
SA Yadav,MI,"Gujarat Titans v Mumbai Indians at New Chandigarh, Tata Indian Premier League, 30 May 2025",13,2025-2025,1,1,7,4,10.5,1,7,4,50,25
RG Sharma,MI,"Gujarat Titans v Mumbai Indians at New Chandigarh, Tata Indian Premier League, 30 May 2025",13,2025-2025,1,1,2,2,6,0,-,-,0,0
RG Sharma,MI,"Gujarat Titans v Mumbai Indians at New Chandigarh, Tata Indian Premier League, 30 May 2025",12,2025-2025,1,1,1,2,3,0,-,-,50,0
SA Yadav,MI,"Gujarat Titans v Mumbai Indians at New Chandigarh, Tata Indian Premier League, 30 May 2025",12,2025-2025,1,1,13,4,19.5,0,-,-,25,50
RG Sharma,MI,"Gujarat Titans v Mumbai Indians at New Chandigarh, Tata Indian Premier League, 30 May 2025",11,2025-2025,1,1,1,1,6,0,-,-,0,0
SA Yadav,MI,"Gujarat Titans v Mumbai Indians at New Chandigarh, Tata Indian Premier League, 30 May 2025",11,2025-2025,1,1,6,5,7.2,0,-,-,40,20
SA Yadav,MI,"Gujarat Titans v Mumbai Indians at New Chandigarh, Tata Indian Premier League, 30 May 2025",10,2025-2025,1,1,2,2,6,0,-,-,0,0
RG Sharma,MI,"Gujarat Titans v Mumbai Indians at New Chandigarh, Tata Indian Premier League, 30 May 2025",10,2025-2025,1,1,10,4,15,0,-,-,0,50
RG Sharma,MI,"Gujarat Titans v Mumbai Indians at New Chandigarh, Tata Indian Premier League, 30 May 2025",9,2025-2025,1,1,11,4,16.5,0,-,-,25,50
SA Yadav,MI,"Gujarat Titans v Mumbai Indians at New Chandigarh, Tata Indian Premier League, 30 May 2025",9,2025-2025,1,1,1,2,3,0,-,-,50,0
RG Sharma,MI,"Gujarat Titans v Mumbai Indians at New Chandigarh, Tata Indian Premier League, 30 May 2025",8,2025-2025,1,1,1,1,6,0,-,-,0,0
SA Yadav,MI,"Gujarat Titans v Mumbai Indians at New Chandigarh, Tata Indian Premier League, 30 May 2025",8,2025-2025,1,1,4,3,8,0,-,-,0,0
JM Bairstow,MI,"Gujarat Titans v Mumbai Indians at New Chandigarh, Tata Indian Premier League, 30 May 2025",8,2025-2025,1,1,2,2,6,1,2,2,50,0
RG Sharma,MI,"Gujarat Titans v Mumbai Indians at New Chandigarh, Tata Indian Premier League, 30 May 2025",7,2025-2025,1,1,1,3,2,0,-,-,66.6,0
JM Bairstow,MI,"Gujarat Titans v Mumbai Indians at New Chandigarh, Tata Indian Premier League, 30 May 2025",7,2025-2025,1,1,1,3,2,0,-,-,66.6,0
RG Sharma,MI,"Gujarat Titans v Mumbai Indians at New Chandigarh, Tata Indian Premier League, 30 May 2025",6,2025-2025,1,1,14,6,14,0,-,-,50,50
JM Bairstow,MI,"Gujarat Titans v Mumbai Indians at New Chandigarh, Tata Indian Premier League, 30 May 2025",5,2025-2025,1,1,5,3,10,0,-,-,33.3,33.33
RG Sharma,MI,"Gujarat Titans v Mumbai Indians at New Chandigarh, Tata Indian Premier League, 30 May 2025",5,2025-2025,1,1,6,3,12,0,-,-,0,33.33
JM Bairstow,MI,"Gujarat Titans v Mumbai Indians at New Chandigarh, Tata Indian Premier League, 30 May 2025",4,2025-2025,1,1,26,6,26,0,-,-,16.6,83.33
JM Bairstow,MI,"Gujarat Titans v Mumbai Indians at New Chandigarh, Tata Indian Premier League, 30 May 2025",3,2025-2025,1,1,1,1,6,0,-,-,0,0
RG Sharma,MI,"Gujarat Titans v Mumbai Indians at New Chandigarh, Tata Indian Premier League, 30 May 2025",3,2025-2025,1,1,9,5,10.8,0,-,-,40,40
RG Sharma,MI,"Gujarat Titans v Mumbai Indians at New Chandigarh, Tata Indian Premier League, 30 May 2025",2,2025-2025,1,1,1,1,6,0,-,-,0,0
JM Bairstow,MI,"Gujarat Titans v Mumbai Indians at New Chandigarh, Tata Indian Premier League, 30 May 2025",2,2025-2025,1,1,9,5,10.8,0,-,-,20,20
JM Bairstow,MI,"Gujarat Titans v Mumbai Indians at New Chandigarh, Tata Indian Premier League, 30 May 2025",1,2025-2025,1,1,3,2,9,0,-,-,0,0
RG Sharma,MI,"Gujarat Titans v Mumbai Indians at New Chandigarh, Tata Indian Premier League, 30 May 2025",1,2025-2025,1,1,3,4,4.5,0,-,-,50,0
PD Salt,RCB,"Punjab Kings v Royal Chal Bengaluru at New Chandigarh, Tata Indian Premier League, 29 May 2025",10,2025-2025,1,1,2,2,6,0,-,-,0,0
RM Patidar,RCB,"Punjab Kings v Royal Chal Bengaluru at New Chandigarh, Tata Indian Premier League, 29 May 2025",10,2025-2025,1,1,12,4,18,0,-,-,0,50
PD Salt,RCB,"Punjab Kings v Royal Chal Bengaluru at New Chandigarh, Tata Indian Premier League, 29 May 2025",9,2025-2025,1,1,5,3,10,0,-,-,33.3,33.33
RM Patidar,RCB,"Punjab Kings v Royal Chal Bengaluru at New Chandigarh, Tata Indian Premier League, 29 May 2025",9,2025-2025,1,1,2,3,4,0,-,-,33.3,0
RM Patidar,RCB,"Punjab Kings v Royal Chal Bengaluru at New Chandigarh, Tata Indian Premier League, 29 May 2025",8,2025-2025,1,1,1,1,6,0,-,-,0,0
PD Salt,RCB,"Punjab Kings v Royal Chal Bengaluru at New Chandigarh, Tata Indian Premier League, 29 May 2025",8,2025-2025,1,1,1,1,6,0,-,-,0,0
MA Agarwal,RCB,"Punjab Kings v Royal Chal Bengaluru at New Chandigarh, Tata Indian Premier League, 29 May 2025",8,2025-2025,1,1,11,4,16.5,1,11,4,25,50
PD Salt,RCB,"Punjab Kings v Royal Chal Bengaluru at New Chandigarh, Tata Indian Premier League, 29 May 2025",7,2025-2025,1,1,8,3,16,0,-,-,0,33.33
MA Agarwal,RCB,"Punjab Kings v Royal Chal Bengaluru at New Chandigarh, Tata Indian Premier League, 29 May 2025",7,2025-2025,1,1,3,3,6,0,-,-,0,0
PD Salt,RCB,"Punjab Kings v Royal Chal Bengaluru at New Chandigarh, Tata Indian Premier League, 29 May 2025",6,2025-2025,1,1,16,4,24,0,-,-,0,75
MA Agarwal,RCB,"Punjab Kings v Royal Chal Bengaluru at New Chandigarh, Tata Indian Premier League, 29 May 2025",6,2025-2025,1,1,5,2,15,0,-,-,0,50
PD Salt,RCB,"Punjab Kings v Royal Chal Bengaluru at New Chandigarh, Tata Indian Premier League, 29 May 2025",5,2025-2025,1,1,10,6,10,0,-,-,50,33.33
MA Agarwal,RCB,"Punjab Kings v Royal Chal Bengaluru at New Chandigarh, Tata Indian Premier League, 29 May 2025",4,2025-2025,1,1,0,4,0,0,-,-,100,0
V Kohli,RCB,"Punjab Kings v Royal Chal Bengaluru at New Chandigarh, Tata Indian Premier League, 29 May 2025",4,2025-2025,1,1,0,2,0,1,0,2,100,0
PD Salt,RCB,"Punjab Kings v Royal Chal Bengaluru at New Chandigarh, Tata Indian Premier League, 29 May 2025",3,2025-2025,1,1,11,4,16.5,0,-,-,25,50
V Kohli,RCB,"Punjab Kings v Royal Chal Bengaluru at New Chandigarh, Tata Indian Premier League, 29 May 2025",3,2025-2025,1,1,2,2,6,0,-,-,0,0
V Kohli,RCB,"Punjab Kings v Royal Chal Bengaluru at New Chandigarh, Tata Indian Premier League, 29 May 2025",2,2025-2025,1,1,5,4,7.5,0,-,-,50,25
PD Salt,RCB,"Punjab Kings v Royal Chal Bengaluru at New Chandigarh, Tata Indian Premier League, 29 May 2025",2,2025-2025,1,1,1,2,3,0,-,-,50,0
V Kohli,RCB,"Punjab Kings v Royal Chal Bengaluru at New Chandigarh, Tata Indian Premier League, 29 May 2025",1,2025-2025,1,1,5,4,7.5,0,-,-,50,25
PD Salt,RCB,"Punjab Kings v Royal Chal Bengaluru at New Chandigarh, Tata Indian Premier League, 29 May 2025",1,2025-2025,1,1,2,2,6,0,-,-,0,0
Azmatullah Omarzai,PBKS,"Punjab Kings v Royal Chal Bengaluru at New Chandigarh, Tata Indian Premier League, 29 May 2025",15,2025-2025,1,1,0,1,0,1,0,1,100,0
KA Jamieson,PBKS,"Punjab Kings v Royal Chal Bengaluru at New Chandigarh, Tata Indian Premier League, 29 May 2025",14,2025-2025,1,1,0,3,0,0,-,-,100,0
H Brar,PBKS,"Punjab Kings v Royal Chal Bengaluru at New Chandigarh, Tata Indian Premier League, 29 May 2025",14,2025-2025,1,1,0,1,0,1,0,1,100,0
Azmatullah Omarzai,PBKS,"Punjab Kings v Royal Chal Bengaluru at New Chandigarh, Tata Indian Premier League, 29 May 2025",14,2025-2025,1,1,5,2,15,0,-,-,0,50
H Brar,PBKS,"Punjab Kings v Royal Chal Bengaluru at New Chandigarh, Tata Indian Premier League, 29 May 2025",13,2025-2025,1,1,1,3,2,0,-,-,66.6,0
Azmatullah Omarzai,PBKS,"Punjab Kings v Royal Chal Bengaluru at New Chandigarh, Tata Indian Premier League, 29 May 2025",13,2025-2025,1,1,8,3,16,0,-,-,0,33.33
H Brar,PBKS,"Punjab Kings v Royal Chal Bengaluru at New Chandigarh, Tata Indian Premier League, 29 May 2025",12,2025-2025,1,1,3,4,4.5,0,-,-,50,0
Azmatullah Omarzai,PBKS,"Punjab Kings v Royal Chal Bengaluru at New Chandigarh, Tata Indian Premier League, 29 May 2025",12,2025-2025,1,1,2,2,6,0,-,-,0,0
H Brar,PBKS,"Punjab Kings v Royal Chal Bengaluru at New Chandigarh, Tata Indian Premier League, 29 May 2025",11,2025-2025,1,1,0,3,0,0,-,-,100,0
Azmatullah Omarzai,PBKS,"Punjab Kings v Royal Chal Bengaluru at New Chandigarh, Tata Indian Premier League, 29 May 2025",11,2025-2025,1,1,1,1,6,0,-,-,0,0
MP Stoinis,PBKS,"Punjab Kings v Royal Chal Bengaluru at New Chandigarh, Tata Indian Premier League, 29 May 2025",11,2025-2025,1,1,0,2,0,1,0,2,100,0
MP Stoinis,PBKS,"Punjab Kings v Royal Chal Bengaluru at New Chandigarh, Tata Indian Premier League, 29 May 2025",10,2025-2025,1,1,9,4,13.5,0,-,-,25,25
Azmatullah Omarzai,PBKS,"Punjab Kings v Royal Chal Bengaluru at New Chandigarh, Tata Indian Premier League, 29 May 2025",10,2025-2025,1,1,1,2,3,0,-,-,50,0
Azmatullah Omarzai,PBKS,"Punjab Kings v Royal Chal Bengaluru at New Chandigarh, Tata Indian Premier League, 29 May 2025",9,2025-2025,1,1,1,1,6,0,-,-,0,0
Musheer Khan,PBKS,"Punjab Kings v Royal Chal Bengaluru at New Chandigarh, Tata Indian Premier League, 29 May 2025",9,2025-2025,1,1,0,3,0,1,0,3,100,0
SS Singh,PBKS,"Punjab Kings v Royal Chal Bengaluru at New Chandigarh, Tata Indian Premier League, 29 May 2025",9,2025-2025,1,1,0,1,0,1,0,1,100,0
MP Stoinis,PBKS,"Punjab Kings v Royal Chal Bengaluru at New Chandigarh, Tata Indian Premier League, 29 May 2025",9,2025-2025,1,1,1,1,6,0,-,-,0,0
SS Singh,PBKS,"Punjab Kings v Royal Chal Bengaluru at New Chandigarh, Tata Indian Premier League, 29 May 2025",8,2025-2025,1,1,1,1,6,0,-,-,0,0
MP Stoinis,PBKS,"Punjab Kings v Royal Chal Bengaluru at New Chandigarh, Tata Indian Premier League, 29 May 2025",8,2025-2025,1,1,6,5,7.2,0,-,-,40,20
SS Singh,PBKS,"Punjab Kings v Royal Chal Bengaluru at New Chandigarh, Tata Indian Premier League, 29 May 2025",7,2025-2025,1,1,2,3,4,0,-,-,66.6,0
N Wadhera,PBKS,"Punjab Kings v Royal Chal Bengaluru at New Chandigarh, Tata Indian Premier League, 29 May 2025",7,2025-2025,1,1,2,3,4,1,2,3,66.6,0
MP Stoinis,PBKS,"Punjab Kings v Royal Chal Bengaluru at New Chandigarh, Tata Indian Premier League, 29 May 2025",6,2025-2025,1,1,10,5,12,0,-,-,60,40
JP Inglis,PBKS,"Punjab Kings v Royal Chal Bengaluru at New Chandigarh, Tata Indian Premier League, 29 May 2025",6,2025-2025,1,1,0,1,0,1,0,1,100,0
JP Inglis,PBKS,"Punjab Kings v Royal Chal Bengaluru at New Chandigarh, Tata Indian Premier League, 29 May 2025",5,2025-2025,1,1,1,2,3,0,-,-,50,0
N Wadhera,PBKS,"Punjab Kings v Royal Chal Bengaluru at New Chandigarh, Tata Indian Premier League, 29 May 2025",5,2025-2025,1,1,5,5,6,0,-,-,60,20
N Wadhera,PBKS,"Punjab Kings v Royal Chal Bengaluru at New Chandigarh, Tata Indian Premier League, 29 May 2025",4,2025-2025,1,1,1,2,3,0,-,-,50,0
SS Iyer,PBKS,"Punjab Kings v Royal Chal Bengaluru at New Chandigarh, Tata Indian Premier League, 29 May 2025",4,2025-2025,1,1,2,3,4,1,2,3,66.6,0
JP Inglis,PBKS,"Punjab Kings v Royal Chal Bengaluru at New Chandigarh, Tata Indian Premier League, 29 May 2025",4,2025-2025,1,1,1,1,6,0,-,-,0,0
Prabhsimran Singh,PBKS,"Punjab Kings v Royal Chal Bengaluru at New Chandigarh, Tata Indian Premier League, 29 May 2025",3,2025-2025,1,1,8,4,12,1,8,4,50,50
JP Inglis,PBKS,"Punjab Kings v Royal Chal Bengaluru at New Chandigarh, Tata Indian Premier League, 29 May 2025",3,2025-2025,1,1,1,2,3,0,-,-,50,0
JP Inglis,PBKS,"Punjab Kings v Royal Chal Bengaluru at New Chandigarh, Tata Indian Premier League, 29 May 2025",2,2025-2025,1,1,1,1,6,0,-,-,0,0
P Arya,PBKS,"Punjab Kings v Royal Chal Bengaluru at New Chandigarh, Tata Indian Premier League, 29 May 2025",2,2025-2025,1,1,0,1,0,1,0,1,100,0
