Batsman,Team,Match,Year,Innings,Over_Num,Ball_Num,Ball_Position,Entry_Over,Entry_Phase,Runs_This_Ball,Is_Dot,Is_Boundary,Is_Four,Is_Six,RRreq,RRR_Range,Runs_Required,Balls_Remaining
Prabhsimran Singh,Punjab Kings,LAT20 # 15075,2025,2nd,14.0,4.0,Middle (3-4),0.0,Powerplay (0-6),1.0,0,0,0,0,,No RRR,,32
Prabhsimran Singh,Punjab Kings,LAT20 # 15075,2025,2nd,15.0,1.0,Early (1-2),0.0,Powerplay (0-6),1.0,0,0,0,0,,No RRR,,29
Prabhsimran Singh,Punjab Kings,LAT20 # 15075,2025,2nd,15.0,4.0,Middle (3-4),0.0,Powerplay (0-6),6.0,0,1,0,1,,No RRR,,26
Prabhsimran Singh,Punjab Kings,LAT20 # 15075,2025,2nd,15.0,5.0,Late (5-6),0.0,Powerplay (0-6),1.0,0,0,0,0,,No RRR,,25
Prabhsimran Singh,Punjab Kings,LAT20 # 15075,2025,2nd,17.0,5.0,Late (5-6),0.0,Powerplay (0-6),6.0,0,1,0,1,,No RRR,,14
Prabhsimran Singh,Punjab Kings,LAT20 # 15075,2025,2nd,17.0,6.0,Late (5-6),0.0,Powerplay (0-6),4.0,0,1,1,0,,No RRR,,13
Prabhsimran Singh,Punjab Kings,LAT20 # 15075,2025,2nd,18.0,3.0,Middle (3-4),0.0,Powerplay (0-6),0.0,1,0,0,0,,No RRR,,10
Prabhsimran Singh,Punjab Kings,LAT20 # 15075,2025,2nd,18.0,4.0,Middle (3-4),0.0,Powerplay (0-6),1.0,0,0,0,0,,No RRR,,9
Prabhsimran Singh,Punjab Kings,LAT20 # 15075,2025,2nd,18.0,6.0,Late (5-6),0.0,Powerplay (0-6),0.0,1,0,0,0,,No RRR,,7
RR Pant,Lucknow Super Giants,LAT20 # 15075,2025,1st,2.0,6.0,Late (5-6),2.0,Powerplay (0-6),0.0,1,0,0,0,13.0,12-15 RPO,221.0,102
RR Pant,Lucknow Super Giants,LAT20 # 15075,2025,1st,3.0,2.0,Early (1-2),2.0,Powerplay (0-6),0.0,1,0,0,0,13.2,12-15 RPO,220.0,100
RR Pant,Lucknow Super Giants,LAT20 # 15075,2025,1st,3.0,3.0,Middle (3-4),2.0,Powerplay (0-6),0.0,1,0,0,0,13.33,12-15 RPO,220.0,99
RR Pant,Lucknow Super Giants,LAT20 # 15075,2025,1st,3.0,4.0,Middle (3-4),2.0,Powerplay (0-6),0.0,1,0,0,0,13.46,12-15 RPO,220.0,98
RR Pant,Lucknow Super Giants,LAT20 # 15075,2025,1st,3.0,5.0,Late (5-6),2.0,Powerplay (0-6),6.0,0,1,0,1,13.23,12-15 RPO,214.0,97
RR Pant,Lucknow Super Giants,LAT20 # 15075,2025,1st,3.0,6.0,Late (5-6),2.0,Powerplay (0-6),0.0,1,0,0,0,13.37,12-15 RPO,214.0,96
RR Pant,Lucknow Super Giants,LAT20 # 15075,2025,1st,4.0,5.0,Late (5-6),2.0,Powerplay (0-6),0.0,1,0,0,0,13.56,12-15 RPO,208.0,92
RR Pant,Lucknow Super Giants,LAT20 # 15075,2025,1st,4.0,6.0,Late (5-6),2.0,Powerplay (0-6),0.0,1,0,0,0,13.71,12-15 RPO,208.0,91
RR Pant,Lucknow Super Giants,LAT20 # 15075,2025,1st,6.0,1.0,Early (1-2),2.0,Powerplay (0-6),4.0,0,1,1,0,14.09,12-15 RPO,195.0,83
RR Pant,Lucknow Super Giants,LAT20 # 15075,2025,1st,6.0,2.0,Early (1-2),2.0,Powerplay (0-6),1.0,0,0,0,0,14.19,12-15 RPO,194.0,82
RR Pant,Lucknow Super Giants,LAT20 # 15075,2025,1st,6.0,4.0,Middle (3-4),2.0,Powerplay (0-6),0.0,1,0,0,0,14.47,12-15 RPO,193.0,80
RR Pant,Lucknow Super Giants,LAT20 # 15075,2025,1st,6.0,5.0,Late (5-6),2.0,Powerplay (0-6),0.0,1,0,0,0,14.65,12-15 RPO,193.0,79
RR Pant,Lucknow Super Giants,LAT20 # 15075,2025,1st,6.0,6.0,Late (5-6),2.0,Powerplay (0-6),4.0,0,1,1,0,14.53,12-15 RPO,189.0,78
RR Pant,Lucknow Super Giants,LAT20 # 15075,2025,1st,7.0,3.0,Middle (3-4),2.0,Powerplay (0-6),2.0,0,0,0,0,14.56,12-15 RPO,182.0,75
RR Pant,Lucknow Super Giants,LAT20 # 15075,2025,1st,7.0,4.0,Middle (3-4),2.0,Powerplay (0-6),1.0,0,0,0,0,14.67,12-15 RPO,181.0,74
RR Pant,Lucknow Super Giants,LAT20 # 15075,2025,1st,7.0,6.0,Late (5-6),2.0,Powerplay (0-6),0.0,1,0,0,0,14.71,12-15 RPO,179.0,73
SS Iyer,Punjab Kings,LAT20 # 15075,2025,2nd,4.0,4.0,Middle (3-4),4.0,Powerplay (0-6),4.0,0,1,1,0,,No RRR,,92
SS Iyer,Punjab Kings,LAT20 # 15075,2025,2nd,4.0,5.0,Late (5-6),4.0,Powerplay (0-6),1.0,0,0,0,0,,No RRR,,91
SS Iyer,Punjab Kings,LAT20 # 15075,2025,2nd,5.0,2.0,Early (1-2),4.0,Powerplay (0-6),1.0,0,0,0,0,,No RRR,,88
SS Iyer,Punjab Kings,LAT20 # 15075,2025,2nd,6.0,1.0,Early (1-2),4.0,Powerplay (0-6),1.0,0,0,0,0,,No RRR,,83
SS Iyer,Punjab Kings,LAT20 # 15075,2025,2nd,6.0,4.0,Middle (3-4),4.0,Powerplay (0-6),1.0,0,0,0,0,,No RRR,,80
SS Iyer,Punjab Kings,LAT20 # 15075,2025,2nd,6.0,6.0,Late (5-6),4.0,Powerplay (0-6),1.0,0,0,0,0,,No RRR,,78
SS Iyer,Punjab Kings,LAT20 # 15075,2025,2nd,7.0,1.0,Early (1-2),4.0,Powerplay (0-6),1.0,0,0,0,0,,No RRR,,77
SS Iyer,Punjab Kings,LAT20 # 15075,2025,2nd,7.0,3.0,Middle (3-4),4.0,Powerplay (0-6),2.0,0,0,0,0,,No RRR,,75
SS Iyer,Punjab Kings,LAT20 # 15075,2025,2nd,7.0,4.0,Middle (3-4),4.0,Powerplay (0-6),4.0,0,1,1,0,,No RRR,,74
SS Iyer,Punjab Kings,LAT20 # 15075,2025,2nd,7.0,5.0,Late (5-6),4.0,Powerplay (0-6),1.0,0,0,0,0,,No RRR,,73
SS Iyer,Punjab Kings,LAT20 # 15075,2025,2nd,8.0,6.0,Late (5-6),4.0,Powerplay (0-6),1.0,0,0,0,0,,No RRR,,66
SS Iyer,Punjab Kings,LAT20 # 15075,2025,2nd,9.0,1.0,Early (1-2),4.0,Powerplay (0-6),1.0,0,0,0,0,,No RRR,,65
SS Iyer,Punjab Kings,LAT20 # 15075,2025,2nd,9.0,4.0,Middle (3-4),4.0,Powerplay (0-6),0.0,1,0,0,0,,No RRR,,63
SS Iyer,Punjab Kings,LAT20 # 15075,2025,2nd,9.0,5.0,Late (5-6),4.0,Powerplay (0-6),1.0,0,0,0,0,,No RRR,,62
SS Iyer,Punjab Kings,LAT20 # 15075,2025,2nd,10.0,2.0,Early (1-2),4.0,Powerplay (0-6),4.0,0,1,1,0,,No RRR,,58
SS Iyer,Punjab Kings,LAT20 # 15075,2025,2nd,10.0,3.0,Middle (3-4),4.0,Powerplay (0-6),1.0,0,0,0,0,,No RRR,,57
SS Iyer,Punjab Kings,LAT20 # 15075,2025,2nd,10.0,5.0,Late (5-6),4.0,Powerplay (0-6),0.0,1,0,0,0,,No RRR,,55
SS Iyer,Punjab Kings,LAT20 # 15075,2025,2nd,10.0,6.0,Late (5-6),4.0,Powerplay (0-6),0.0,1,0,0,0,,No RRR,,55
SS Iyer,Punjab Kings,LAT20 # 15075,2025,2nd,11.0,1.0,Early (1-2),4.0,Powerplay (0-6),6.0,0,1,0,1,,No RRR,,53
SS Iyer,Punjab Kings,LAT20 # 15075,2025,2nd,11.0,2.0,Early (1-2),4.0,Powerplay (0-6),2.0,0,0,0,0,,No RRR,,52
SS Iyer,Punjab Kings,LAT20 # 15075,2025,2nd,11.0,3.0,Middle (3-4),4.0,Powerplay (0-6),4.0,0,1,1,0,,No RRR,,51
SS Iyer,Punjab Kings,LAT20 # 15075,2025,2nd,11.0,4.0,Middle (3-4),4.0,Powerplay (0-6),0.0,1,0,0,0,,No RRR,,50
SS Iyer,Punjab Kings,LAT20 # 15075,2025,2nd,11.0,5.0,Late (5-6),4.0,Powerplay (0-6),1.0,0,0,0,0,,No RRR,,49
SS Iyer,Punjab Kings,LAT20 # 15075,2025,2nd,12.0,1.0,Early (1-2),4.0,Powerplay (0-6),6.0,0,1,0,1,,No RRR,,47
SS Iyer,Punjab Kings,LAT20 # 15075,2025,2nd,12.0,2.0,Early (1-2),4.0,Powerplay (0-6),0.0,1,0,0,0,,No RRR,,46
SS Singh,Punjab Kings,LAT20 # 15075,2025,2nd,15.0,3.0,Middle (3-4),15.0,Middle (7-15),1.0,0,0,0,0,,No RRR,,27
SS Singh,Punjab Kings,LAT20 # 15075,2025,2nd,15.0,6.0,Late (5-6),15.0,Middle (7-15),1.0,0,0,0,0,,No RRR,,24
SS Singh,Punjab Kings,LAT20 # 15075,2025,2nd,16.0,1.0,Early (1-2),15.0,Middle (7-15),4.0,0,1,1,0,,No RRR,,23
SS Singh,Punjab Kings,LAT20 # 15075,2025,2nd,16.0,2.0,Early (1-2),15.0,Middle (7-15),0.0,1,0,0,0,,No RRR,,22
SS Singh,Punjab Kings,LAT20 # 15075,2025,2nd,16.0,3.0,Middle (3-4),15.0,Middle (7-15),2.0,0,0,0,0,,No RRR,,21
SS Singh,Punjab Kings,LAT20 # 15075,2025,2nd,16.0,4.0,Middle (3-4),15.0,Middle (7-15),6.0,0,1,0,1,,No RRR,,20
SS Singh,Punjab Kings,LAT20 # 15075,2025,2nd,16.0,5.0,Late (5-6),15.0,Middle (7-15),2.0,0,0,0,0,,No RRR,,19
SS Singh,Punjab Kings,LAT20 # 15075,2025,2nd,16.0,6.0,Late (5-6),15.0,Middle (7-15),1.0,0,0,0,0,,No RRR,,18
SS Singh,Punjab Kings,LAT20 # 15075,2025,2nd,17.0,1.0,Early (1-2),15.0,Middle (7-15),4.0,0,1,1,0,,No RRR,,17
SS Singh,Punjab Kings,LAT20 # 15075,2025,2nd,17.0,2.0,Early (1-2),15.0,Middle (7-15),0.0,1,0,0,0,,No RRR,,17
SS Singh,Punjab Kings,LAT20 # 15075,2025,2nd,17.0,3.0,Middle (3-4),15.0,Middle (7-15),4.0,0,1,1,0,,No RRR,,16
SS Singh,Punjab Kings,LAT20 # 15075,2025,2nd,17.0,4.0,Middle (3-4),15.0,Middle (7-15),1.0,0,0,0,0,,No RRR,,15
SS Singh,Punjab Kings,LAT20 # 15075,2025,2nd,18.0,1.0,Early (1-2),15.0,Middle (7-15),0.0,1,0,0,0,,No RRR,,12
SS Singh,Punjab Kings,LAT20 # 15075,2025,2nd,18.0,2.0,Early (1-2),15.0,Middle (7-15),1.0,0,0,0,0,,No RRR,,11
SS Singh,Punjab Kings,LAT20 # 15075,2025,2nd,18.0,5.0,Late (5-6),15.0,Middle (7-15),1.0,0,0,0,0,,No RRR,,8
SS Singh,Punjab Kings,LAT20 # 15075,2025,2nd,19.0,1.0,Early (1-2),15.0,Middle (7-15),1.0,0,0,0,0,,No RRR,,5
SS Singh,Punjab Kings,LAT20 # 15075,2025,2nd,19.0,6.0,Late (5-6),15.0,Middle (7-15),4.0,0,1,1,0,,No RRR,,0
A Porel,Delhi Capitals,LAT20 # 15077,2025,2nd,0.0,2.0,Early (1-2),0.0,Powerplay (0-6),0.0,1,0,0,0,,No RRR,,118
A Porel,Delhi Capitals,LAT20 # 15077,2025,2nd,0.0,3.0,Middle (3-4),0.0,Powerplay (0-6),1.0,0,0,0,0,,No RRR,,117
A Porel,Delhi Capitals,LAT20 # 15077,2025,2nd,1.0,2.0,Early (1-2),0.0,Powerplay (0-6),1.0,0,0,0,0,,No RRR,,112
A Porel,Delhi Capitals,LAT20 # 15077,2025,2nd,1.0,6.0,Late (5-6),0.0,Powerplay (0-6),0.0,1,0,0,0,,No RRR,,108
A Porel,Delhi Capitals,LAT20 # 15077,2025,2nd,2.0,4.0,Middle (3-4),0.0,Powerplay (0-6),0.0,1,0,0,0,,No RRR,,104
A Porel,Delhi Capitals,LAT20 # 15077,2025,2nd,2.0,5.0,Late (5-6),0.0,Powerplay (0-6),4.0,0,1,1,0,,No RRR,,103
A Porel,Delhi Capitals,LAT20 # 15077,2025,2nd,2.0,6.0,Late (5-6),0.0,Powerplay (0-6),0.0,1,0,0,0,,No RRR,,102
A Porel,Delhi Capitals,LAT20 # 15077,2025,2nd,3.0,2.0,Early (1-2),0.0,Powerplay (0-6),1.0,0,0,0,0,,No RRR,,100
A Porel,Delhi Capitals,LAT20 # 15077,2025,2nd,3.0,5.0,Late (5-6),0.0,Powerplay (0-6),1.0,0,0,0,0,,No RRR,,97
A Porel,Delhi Capitals,LAT20 # 15077,2025,2nd,4.0,1.0,Early (1-2),0.0,Powerplay (0-6),0.0,1,0,0,0,,No RRR,,95
AR Patel,Delhi Capitals,LAT20 # 15077,2025,2nd,4.0,2.0,Early (1-2),4.0,Powerplay (0-6),4.0,0,1,1,0,,No RRR,,94
AR Patel,Delhi Capitals,LAT20 # 15077,2025,2nd,4.0,3.0,Middle (3-4),4.0,Powerplay (0-6),0.0,1,0,0,0,,No RRR,,93
AR Patel,Delhi Capitals,LAT20 # 15077,2025,2nd,4.0,4.0,Middle (3-4),4.0,Powerplay (0-6),0.0,1,0,0,0,,No RRR,,92
AR Patel,Delhi Capitals,LAT20 # 15077,2025,2nd,4.0,5.0,Late (5-6),4.0,Powerplay (0-6),0.0,1,0,0,0,,No RRR,,91
AR Patel,Delhi Capitals,LAT20 # 15077,2025,2nd,4.0,6.0,Late (5-6),4.0,Powerplay (0-6),0.0,1,0,0,0,,No RRR,,90
AR Patel,Delhi Capitals,LAT20 # 15077,2025,2nd,5.0,4.0,Middle (3-4),4.0,Powerplay (0-6),2.0,0,0,0,0,,No RRR,,86
AR Patel,Delhi Capitals,LAT20 # 15077,2025,2nd,5.0,5.0,Late (5-6),4.0,Powerplay (0-6),0.0,1,0,0,0,,No RRR,,85
AR Sharma,Delhi Capitals,LAT20 # 15077,2025,2nd,12.0,3.0,Middle (3-4),12.0,Middle (7-15),1.0,0,0,0,0,,No RRR,,45
AR Sharma,Delhi Capitals,LAT20 # 15077,2025,2nd,12.0,5.0,Late (5-6),12.0,Middle (7-15),1.0,0,0,0,0,,No RRR,,43
AR Sharma,Delhi Capitals,LAT20 # 15077,2025,2nd,13.0,2.0,Early (1-2),12.0,Middle (7-15),1.0,0,0,0,0,,No RRR,,40
AR Sharma,Delhi Capitals,LAT20 # 15077,2025,2nd,13.0,4.0,Middle (3-4),12.0,Middle (7-15),1.0,0,0,0,0,,No RRR,,38
AR Sharma,Delhi Capitals,LAT20 # 15077,2025,2nd,13.0,6.0,Late (5-6),12.0,Middle (7-15),0.0,1,0,0,0,,No RRR,,36
AR Sharma,Delhi Capitals,LAT20 # 15077,2025,2nd,14.0,2.0,Early (1-2),12.0,Middle (7-15),6.0,0,1,0,1,,No RRR,,34
AR Sharma,Delhi Capitals,LAT20 # 15077,2025,2nd,14.0,3.0,Middle (3-4),12.0,Middle (7-15),0.0,1,0,0,0,,No RRR,,33
AR Sharma,Delhi Capitals,LAT20 # 15077,2025,2nd,14.0,4.0,Middle (3-4),12.0,Middle (7-15),6.0,0,1,0,1,,No RRR,,32
AR Sharma,Delhi Capitals,LAT20 # 15077,2025,2nd,14.0,5.0,Late (5-6),12.0,Middle (7-15),1.0,0,0,0,0,,No RRR,,31
AR Sharma,Delhi Capitals,LAT20 # 15077,2025,2nd,15.0,1.0,Early (1-2),12.0,Middle (7-15),1.0,0,0,0,0,,No RRR,,29
AR Sharma,Delhi Capitals,LAT20 # 15077,2025,2nd,15.0,3.0,Middle (3-4),12.0,Middle (7-15),2.0,0,0,0,0,,No RRR,,27
AR Sharma,Delhi Capitals,LAT20 # 15077,2025,2nd,15.0,4.0,Middle (3-4),12.0,Middle (7-15),1.0,0,0,0,0,,No RRR,,26
AR Sharma,Delhi Capitals,LAT20 # 15077,2025,2nd,16.0,1.0,Early (1-2),12.0,Middle (7-15),0.0,1,0,0,0,,No RRR,,24
AR Sharma,Delhi Capitals,LAT20 # 15077,2025,2nd,16.0,2.0,Early (1-2),12.0,Middle (7-15),0.0,1,0,0,0,,No RRR,,23
AR Sharma,Delhi Capitals,LAT20 # 15077,2025,2nd,16.0,3.0,Middle (3-4),12.0,Middle (7-15),0.0,1,0,0,0,,No RRR,,22
AR Sharma,Delhi Capitals,LAT20 # 15077,2025,2nd,16.0,4.0,Middle (3-4),12.0,Middle (7-15),1.0,0,0,0,0,,No RRR,,21
AR Sharma,Delhi Capitals,LAT20 # 15077,2025,2nd,16.0,6.0,Late (5-6),12.0,Middle (7-15),0.0,1,0,0,0,,No RRR,,20
AR Sharma,Delhi Capitals,LAT20 # 15077,2025,2nd,17.0,4.0,Middle (3-4),12.0,Middle (7-15),0.0,1,0,0,0,,No RRR,,14
AR Sharma,Delhi Capitals,LAT20 # 15077,2025,2nd,17.0,5.0,Late (5-6),12.0,Middle (7-15),1.0,0,0,0,0,,No RRR,,13
AR Sharma,Delhi Capitals,LAT20 # 15077,2025,2nd,18.0,1.0,Early (1-2),12.0,Middle (7-15),6.0,0,1,0,1,,No RRR,,11
AR Sharma,Delhi Capitals,LAT20 # 15077,2025,2nd,18.0,2.0,Early (1-2),12.0,Middle (7-15),0.0,1,0,0,0,,No RRR,,10
AR Sharma,Delhi Capitals,LAT20 # 15077,2025,2nd,18.0,3.0,Middle (3-4),12.0,Middle (7-15),1.0,0,0,0,0,,No RRR,,9
AR Sharma,Delhi Capitals,LAT20 # 15077,2025,2nd,18.0,5.0,Late (5-6),12.0,Middle (7-15),0.0,1,0,0,0,,No RRR,,7
AR Sharma,Delhi Capitals,LAT20 # 15077,2025,2nd,19.0,1.0,Early (1-2),12.0,Middle (7-15),2.0,0,0,0,0,,No RRR,,5
AR Sharma,Delhi Capitals,LAT20 # 15077,2025,2nd,19.0,2.0,Early (1-2),12.0,Middle (7-15),1.0,0,0,0,0,,No RRR,,4
AR Sharma,Delhi Capitals,LAT20 # 15077,2025,2nd,19.0,4.0,Middle (3-4),12.0,Middle (7-15),0.0,1,0,0,0,,No RRR,,2
F du Plessis,Delhi Capitals,LAT20 # 15077,2025,2nd,0.0,4.0,Middle (3-4),0.0,Powerplay (0-6),0.0,1,0,0,0,,No RRR,,117
F du Plessis,Delhi Capitals,LAT20 # 15077,2025,2nd,0.0,5.0,Late (5-6),0.0,Powerplay (0-6),0.0,1,0,0,0,,No RRR,,116
F du Plessis,Delhi Capitals,LAT20 # 15077,2025,2nd,0.0,6.0,Late (5-6),0.0,Powerplay (0-6),0.0,1,0,0,0,,No RRR,,115
F du Plessis,Delhi Capitals,LAT20 # 15077,2025,2nd,1.0,1.0,Early (1-2),0.0,Powerplay (0-6),1.0,0,0,0,0,,No RRR,,113
F du Plessis,Delhi Capitals,LAT20 # 15077,2025,2nd,1.0,3.0,Middle (3-4),0.0,Powerplay (0-6),0.0,1,0,0,0,,No RRR,,111
F du Plessis,Delhi Capitals,LAT20 # 15077,2025,2nd,1.0,4.0,Middle (3-4),0.0,Powerplay (0-6),0.0,1,0,0,0,,No RRR,,110
F du Plessis,Delhi Capitals,LAT20 # 15077,2025,2nd,1.0,5.0,Late (5-6),0.0,Powerplay (0-6),1.0,0,0,0,0,,No RRR,,109
F du Plessis,Delhi Capitals,LAT20 # 15077,2025,2nd,2.0,1.0,Early (1-2),0.0,Powerplay (0-6),0.0,1,0,0,0,,No RRR,,107
KK Nair,Delhi Capitals,LAT20 # 15077,2025,2nd,0.0,1.0,Early (1-2),0.0,Powerplay (0-6),0.0,1,0,0,0,,No RRR,,119
KL Rahul,Delhi Capitals,LAT20 # 15077,2025,2nd,2.0,2.0,Early (1-2),2.0,Powerplay (0-6),0.0,1,0,0,0,,No RRR,,106
KL Rahul,Delhi Capitals,LAT20 # 15077,2025,2nd,2.0,3.0,Middle (3-4),2.0,Powerplay (0-6),1.0,0,0,0,0,,No RRR,,105
KL Rahul,Delhi Capitals,LAT20 # 15077,2025,2nd,3.0,1.0,Early (1-2),2.0,Powerplay (0-6),1.0,0,0,0,0,,No RRR,,101
KL Rahul,Delhi Capitals,LAT20 # 15077,2025,2nd,3.0,3.0,Middle (3-4),2.0,Powerplay (0-6),0.0,1,0,0,0,,No RRR,,99
KL Rahul,Delhi Capitals,LAT20 # 15077,2025,2nd,3.0,4.0,Middle (3-4),2.0,Powerplay (0-6),1.0,0,0,0,0,,No RRR,,98
KL Rahul,Delhi Capitals,LAT20 # 15077,2025,2nd,3.0,6.0,Late (5-6),2.0,Powerplay (0-6),0.0,1,0,0,0,,No RRR,,96
KL Rahul,Delhi Capitals,LAT20 # 15077,2025,2nd,5.0,1.0,Early (1-2),2.0,Powerplay (0-6),4.0,0,1,1,0,,No RRR,,89
KL Rahul,Delhi Capitals,LAT20 # 15077,2025,2nd,5.0,2.0,Early (1-2),2.0,Powerplay (0-6),0.0,1,0,0,0,,No RRR,,88
KL Rahul,Delhi Capitals,LAT20 # 15077,2025,2nd,5.0,3.0,Middle (3-4),2.0,Powerplay (0-6),1.0,0,0,0,0,,No RRR,,87
KL Rahul,Delhi Capitals,LAT20 # 15077,2025,2nd,6.0,1.0,Early (1-2),2.0,Powerplay (0-6),0.0,1,0,0,0,,No RRR,,83
KL Rahul,Delhi Capitals,LAT20 # 15077,2025,2nd,6.0,2.0,Early (1-2),2.0,Powerplay (0-6),1.0,0,0,0,0,,No RRR,,82
KL Rahul,Delhi Capitals,LAT20 # 15077,2025,2nd,6.0,4.0,Middle (3-4),2.0,Powerplay (0-6),0.0,1,0,0,0,,No RRR,,80
KL Rahul,Delhi Capitals,LAT20 # 15077,2025,2nd,6.0,5.0,Late (5-6),2.0,Powerplay (0-6),1.0,0,0,0,0,,No RRR,,79
KL Rahul,Delhi Capitals,LAT20 # 15077,2025,2nd,7.0,1.0,Early (1-2),2.0,Powerplay (0-6),0.0,1,0,0,0,,No RRR,,77
MA Starc,Delhi Capitals,LAT20 # 15077,2025,2nd,19.0,5.0,Late (5-6),19.0,Death (16-20),1.0,0,0,0,0,,No RRR,,1
T Stubbs,Delhi Capitals,LAT20 # 15077,2025,2nd,5.0,6.0,Late (5-6),5.0,Powerplay (0-6),0.0,1,0,0,0,,No RRR,,84
T Stubbs,Delhi Capitals,LAT20 # 15077,2025,2nd,6.0,3.0,Middle (3-4),5.0,Powerplay (0-6),1.0,0,0,0,0,,No RRR,,81
T Stubbs,Delhi Capitals,LAT20 # 15077,2025,2nd,6.0,6.0,Late (5-6),5.0,Powerplay (0-6),0.0,1,0,0,0,,No RRR,,78
T Stubbs,Delhi Capitals,LAT20 # 15077,2025,2nd,7.0,5.0,Late (5-6),5.0,Powerplay (0-6),0.0,1,0,0,0,,No RRR,,73
T Stubbs,Delhi Capitals,LAT20 # 15077,2025,2nd,7.0,6.0,Late (5-6),5.0,Powerplay (0-6),0.0,1,0,0,0,,No RRR,,72
T Stubbs,Delhi Capitals,LAT20 # 15077,2025,2nd,8.0,2.0,Early (1-2),5.0,Powerplay (0-6),0.0,1,0,0,0,,No RRR,,70
T Stubbs,Delhi Capitals,LAT20 # 15077,2025,2nd,8.0,4.0,Middle (3-4),5.0,Powerplay (0-6),2.0,0,0,0,0,,No RRR,,68
T Stubbs,Delhi Capitals,LAT20 # 15077,2025,2nd,8.0,5.0,Late (5-6),5.0,Powerplay (0-6),1.0,0,0,0,0,,No RRR,,67
T Stubbs,Delhi Capitals,LAT20 # 15077,2025,2nd,10.0,1.0,Early (1-2),5.0,Powerplay (0-6),1.0,0,0,0,0,,No RRR,,59
T Stubbs,Delhi Capitals,LAT20 # 15077,2025,2nd,10.0,3.0,Middle (3-4),5.0,Powerplay (0-6),1.0,0,0,0,0,,No RRR,,57
T Stubbs,Delhi Capitals,LAT20 # 15077,2025,2nd,11.0,1.0,Early (1-2),5.0,Powerplay (0-6),2.0,0,0,0,0,,No RRR,,53
T Stubbs,Delhi Capitals,LAT20 # 15077,2025,2nd,11.0,2.0,Early (1-2),5.0,Powerplay (0-6),0.0,1,0,0,0,,No RRR,,52
T Stubbs,Delhi Capitals,LAT20 # 15077,2025,2nd,11.0,3.0,Middle (3-4),5.0,Powerplay (0-6),4.0,0,1,1,0,,No RRR,,51
T Stubbs,Delhi Capitals,LAT20 # 15077,2025,2nd,11.0,4.0,Middle (3-4),5.0,Powerplay (0-6),1.0,0,0,0,0,,No RRR,,50
T Stubbs,Delhi Capitals,LAT20 # 15077,2025,2nd,11.0,6.0,Late (5-6),5.0,Powerplay (0-6),1.0,0,0,0,0,,No RRR,,48
T Stubbs,Delhi Capitals,LAT20 # 15077,2025,2nd,12.0,1.0,Early (1-2),5.0,Powerplay (0-6),1.0,0,0,0,0,,No RRR,,47
T Stubbs,Delhi Capitals,LAT20 # 15077,2025,2nd,12.0,2.0,Early (1-2),5.0,Powerplay (0-6),1.0,0,0,0,0,,No RRR,,46
T Stubbs,Delhi Capitals,LAT20 # 15077,2025,2nd,12.0,4.0,Middle (3-4),5.0,Powerplay (0-6),1.0,0,0,0,0,,No RRR,,44
T Stubbs,Delhi Capitals,LAT20 # 15077,2025,2nd,12.0,6.0,Late (5-6),5.0,Powerplay (0-6),1.0,0,0,0,0,,No RRR,,42
T Stubbs,Delhi Capitals,LAT20 # 15077,2025,2nd,13.0,1.0,Early (1-2),5.0,Powerplay (0-6),1.0,0,0,0,0,,No RRR,,41
T Stubbs,Delhi Capitals,LAT20 # 15077,2025,2nd,13.0,3.0,Middle (3-4),5.0,Powerplay (0-6),1.0,0,0,0,0,,No RRR,,39
T Stubbs,Delhi Capitals,LAT20 # 15077,2025,2nd,13.0,5.0,Late (5-6),5.0,Powerplay (0-6),1.0,0,0,0,0,,No RRR,,37
T Stubbs,Delhi Capitals,LAT20 # 15077,2025,2nd,14.0,1.0,Early (1-2),5.0,Powerplay (0-6),1.0,0,0,0,0,,No RRR,,35
T Stubbs,Delhi Capitals,LAT20 # 15077,2025,2nd,14.0,6.0,Late (5-6),5.0,Powerplay (0-6),0.0,1,0,0,0,,No RRR,,30
T Stubbs,Delhi Capitals,LAT20 # 15077,2025,2nd,15.0,2.0,Early (1-2),5.0,Powerplay (0-6),1.0,0,0,0,0,,No RRR,,28
T Stubbs,Delhi Capitals,LAT20 # 15077,2025,2nd,15.0,5.0,Late (5-6),5.0,Powerplay (0-6),0.0,1,0,0,0,,No RRR,,25
T Stubbs,Delhi Capitals,LAT20 # 15077,2025,2nd,15.0,6.0,Late (5-6),5.0,Powerplay (0-6),2.0,0,0,0,0,,No RRR,,24
T Stubbs,Delhi Capitals,LAT20 # 15077,2025,2nd,16.0,5.0,Late (5-6),5.0,Powerplay (0-6),1.0,0,0,0,0,,No RRR,,20
T Stubbs,Delhi Capitals,LAT20 # 15077,2025,2nd,17.0,1.0,Early (1-2),5.0,Powerplay (0-6),0.0,1,0,0,0,,No RRR,,17
T Stubbs,Delhi Capitals,LAT20 # 15077,2025,2nd,17.0,2.0,Early (1-2),5.0,Powerplay (0-6),4.0,0,1,1,0,,No RRR,,16
T Stubbs,Delhi Capitals,LAT20 # 15077,2025,2nd,17.0,3.0,Middle (3-4),5.0,Powerplay (0-6),1.0,0,0,0,0,,No RRR,,15
T Stubbs,Delhi Capitals,LAT20 # 15077,2025,2nd,17.0,6.0,Late (5-6),5.0,Powerplay (0-6),4.0,0,1,1,0,,No RRR,,12
